1.6462	The individuals designated today by helped facilitate the travel of violent extremists to areas where ISIS operates, including Syria. They have also conducted money transfers to support ISIS recruitment of vulnerable children in Syria.	美国财政部今天制裁的这些个人为暴力极端分子前往ISIS活动的地区（包括叙利亚）提供便利。他们还进行了资金转移，以支持ISIS在叙利亚招募弱势儿童。
1.6420	China’s high speed rail is truly impressive and a great way to see the beautiful farmland, mountains and villages. Thanks	中国的高铁真是令人赞叹。乘坐高铁也是观赏美丽的农田、群山和村庄的好方式。谢谢。
1.6420	A new independent analysis projected that, for the first time since 1976, the U.S. economy is poised to grow at a higher average annual growth rate than the Chinese economy in 2022.	一项新的独立分析预测，2022年美国经济年均增长率将自1976年以来首次超过中国经济。
1.6398	The highest-ever short program score. 's world-record performance puts him in position for Olympic gold. WinterOlympics	短节目史上最高分。陈巍刷新世界纪录的发挥意味着他可以冲击金牌。WinterOlympics
1.6374	His prayers are with the families impacted by this awful event, and he will speak this evening when he arrives back at the White House.	他为受此可怕事件影响的家庭祈祷，并且将在今晚回到白宫后发表讲话。
1.6356	Nine years ago today the Assad regime used chemical weapons in Ghouta, Syria, killing more than 1,400 and injuring many more. The regime must be held accountable for its actions and fully declare and destroy its chemical weapons program. OPCW	9年前的今天，阿萨德政权在叙利亚的古塔使用了化学武器，杀死了1400多人，更多的人受伤。该政权必须对其行为负责，并全面宣布和销毁其化学武器计划。OPCW
1.6233	Shanghai Disneyland is one of the largest U.S. investments in China. It has made incredible efforts to accommodate guests with disabilities and make the park accessible for all. Shanghai Disney serves as a model of inclusivity for American businesses abroad.	上海迪士尼是美国在华最大的投资之一。它投入大量的心力来照顾残障访客，让人人都能游园無障碍。上海迪士尼是美国企业在海外展现共融的典范。
1.6218	Important speech by Secretary Gina Raimondo on technology and economic competition with China. 1/3	吉娜·雷蒙多部长就与中国科技和经济竞争的重要演讲。1/3
1.6201	.: The overwhelming majority of people across Africa prefer democracy to any other form of government. Even greater majorities oppose the authoritarian alternatives to democracy: more than 70% reject military rule and more than 80% reject one-man rule.	布林肯国务卿: 非洲各地的绝大多数人民在所有政府形式中最倾向于民主。反对以专制形式取代民主的比例更高：超过70%的人拒绝接受军事统治；超过80%的人拒绝接受独裁统治。
1.6118	.’s photo contest shows LocallyLedDevelopment in action. The 1st place pic is of Amina, known as Mama Pweza (Octopus), in Lamu County, Kenya. Check out the stories behind all the winning photos →	美国国际发展署本地、信仰和变革伙伴关系的摄影大赛展示了“本地引领的发展”倡议 LocallyLedDevelopment 开展的活动。获得第一名的是一张阿米娜的照片。她也被人称作“章鱼妈妈”，来自肯尼亚的拉姆郡。请看所有获奖照片背后的故事→
1.6114	Moments ago I spoke to Brittney Griner. She is safe. She is on a plane. She is on her way home.	拜登总统.：刚才，我与Brittney Griner通了话。 她很安全。 她在飞机上。 她在回家的路上。
1.6094	Freedom endures against all odds — in the face of every aggressor — because there are always those who will fight for it. And in the 20th and 21st centuries, freedom had no greater champion than Madeleine Albright. May she always be a light to all those in the darkest places.	自由在任何困难情况下都能继续存在——即使面对每一个侵略者——这是因为总有人会为自由而战。在二十世纪和二十一世纪，伟大的自由拥护者莫过于马德琳·奥尔布赖特。愿她永远是所有身处最黑暗地方的人们的一盏明灯。
1.5947	More than 2.9 billion people still lack internet access. If elected secretary-general of the UN's International Telecommunications Union, Doreen Bogdan-Martin would seek to ensure that everyone can enjoy the benefits of the digital age.	仍有超过29亿人无法使用互联网。如果多琳·博格丹-马丁（Doreen Bogdan-Martin）当选为联合国国际电信联盟（国际电联ITU） 秘书长，她将力争每个人都能享受到数字时代带来的惠益。
1.5945	.'s December 16 rule update from adds 36 Chinese companies to the Entity List, building upon October actions to protect U.S. national security.	美国商务部 12月16日更新其工业与安全局 规定，增加36家中国企业增加至实体清单内，在10月份所采取的行动基础上，保护美国国家安全。
1.5807	Ekpar Asat turned 36 on Friday. Ekpar is an IVLP alum who has spent nearly 7 years in prison in Xinjiang after he was unjustly arrested in 2016. I call on the PRC to release Ekpar and all other arbitrarily detained prisoners in the Xinjiang region.	伊克帕·阿萨特周五刚过36岁。伊克帕是国际访问者领导力项目 IVLP 的一名学友，被监禁在新疆监狱将近7年之久，他在2016年遭到不当逮捕。我呼吁中国政府释放伊克帕，以及所有其他在新疆地区的任意拘禁犯。
1.5789	New reporting through the ConflictObservatory indicates the scale of destruction in Mariupol, Ukraine, resulting from Russia’s full-scale invasion. Since February, more than 2,600 buildings have been damaged or destroyed. View the time-lapse record:	美国国务院“冲突观察站”ConflictObservatory 的新报告显示在乌克兰的马里乌波尔有俄罗斯全面入侵造成大规模破坏的迹象。自二月份起，超过2600栋建筑遭到损毁。 观看链接中的延时影像记录：
1.5739	This takes courage. Russian citizens do not want war.	这需要勇气。俄罗斯公民不想要战争。
1.5734	The U.S. Department of Commerce announced its preliminary determinations in the circumvention inquiries of solar cells and modules from the PRC. This underscores Commerce’s commitment to holding the PRC accountable for its trade distorting actions.	美国商务部宣布了对源自中华人民共和国的太阳能电池和组件规避调查的初步裁定。这凸显了商务部对中华人民共和国贸易扭曲行为进行追责的决心。
1.5733	The Super Bowl is today, and it is likely to again be the most watched television program of the year in the U.S. Learn more about this iconic American event and why the Super Bowl is like a “cultural holiday” from :	超级碗就在今天，它很可能再次成为美国年度收视率最高的电视节目。更多了解这一美国标志性的活动，以及为什么超级碗像一个“文化节日”，请见:
1.5709	. and Taiwan launch the Building Economic Inclusion via the Blue Economy program, a 3-year effort to increase the market participation of women entrepreneurs in the island nations of Palau, Nauru, Tuvalu, and the Republic of Marshall Islands:	美国国务院 和台湾启动了“透过蓝色经济打造经济包容性计划”。该计划为期三年，致力于提高帕劳、瑙鲁、图瓦卢和马绍尔群岛共和国等岛国的女性企业家的市场参与度。
1.5671	We join those across the country and around the world who are keeping SalmanRushdie in our thoughts in the aftermath of this heinous attack.	在这次令人发指的袭击之后，我们与全国和世界各地的人们一道关心萨尔曼·拉什迪 SalmanRushdie。
1.5668	This historic deal will benefit America’s steel &amp; aluminum industries &amp; workers by protecting manufacturing. It will also help consumers by increasing supply &amp; easing inflationary pressures in the U.S. Read more on our 232 Tariff Agreement with the U.K.:	这一历史性的协议将通过保护制造业使美国的钢铁业和铝业及从业者受益。它还将通过在美国增加供应和缓解通胀压力来让消费者受益。 阅读有关我们与英国的“232条款”关税协议：
1.5653	In 1972, the Biological and Toxin Weapons Convention enshrined into law the global community’s conviction that biological &amp; toxin weapons are fundamentally unacceptable. Read more about the Convention and its continued importance in this DipNote:	1972年，《生物与有毒武器公约》将国际社会认为生物和有毒武器从根本上是不可接受的这一结论写进法律。前往 DipNote了解《公约》及其一如既往的重要性：
1.5628	We're pleased to announce a new paid student internship program beginning this fall. By providing paid internships, seeks to remove barriers for students who may not have the means to support themselves during an unpaid, volunteer internship.	我们高兴地宣布将于今年秋季开始一个新的学生带薪实习项目。通过提供带薪实习机会，美国国务院 寻求为那些在无薪、志愿实习期间可能无法自给自足的学生消除障碍。
1.5613	We have issued an advisory to warn companies all over the world of the many risks that come with hiring IT workers from the DPRK: intellectual property and data theft, reputational harm, and legal consequences.	我们发布了一项警告，警示全世界范围内的公司注意从朝鲜雇佣IT工人所带来的许多风险：知识财产和数据被窃、荣誉受损以及法律后果。
1.5612	75 years ago, Secretary of State George Marshall delivered a speech that shaped the Transatlantic partnership. The Marshall Plan helped Europe recover after WWII and brought people together to chart a course for a democratic future. That spirit of cooperation continues today.	75年前，乔治·马歇尔国务卿发表的讲话塑造了跨大西洋伙伴关系。马歇尔计划帮助了欧洲在二战后恢复，让他们团结起来，为民主的未来制定路线。这种合作精神延续至今。
1.5605	China announced sanctions on 7 U.S. delegates; Any reaction to the peaceful visit of a member of Congress is an overreaction. Members of Congress have every right to visit Taiwan [and] have done so for decades. [They] have been to Taiwan many times this year, more than 10 times.	中国宣布对7名美国代表实施制裁；对国会议员和平访问的任何反应都是过度反应。国会议员有权访问台湾[并且]已经这样做了几十年。[他们]今年去过台湾很多次，10多次。
1.5605	Incredible art from Beijing-based 🇺🇸 artist Augustina and local art students at the Beijing American Center. A beautifully rendered &amp; vibrant vision on biodiversity, the ClimateCrisis, and the environment. Art is a bridge between the people of 🇺🇸 and 🇨🇳.	由定居北京的 美国 艺术家Augustina 和本地艺术生带来的精彩绝伦的艺术在北京美国中心展出。展览就生物多样性、气候危机 和环境呈现了美轮美奂、生机勃勃的愿景。艺术是美中人民之间的桥梁。
1.5595	It is the PRC that is challenging the status quo [...] and then even with its recent provocative and totally unnecessary response to the congressional delegation that visited Taiwan earlier this month has again demonstrated its willingness to challenge that status quo.	是中华人民共和国在挑战现状 [...]最近它对本月早些时候国会代表团访问台湾作出挑衅性和完全不必要的回应，再次展示出它挑战这种现状的意愿。
1.5592	It will strike a blow to their ability to continue to modernize their military. It will degrade their aerospace industry. It will hurt their ability to build ships. It will be a major hit to Putin’s long-term strategic ambitions. And we are prepared to do more.	这将对他们军队继续现代化的能力给予沉重打击。 这将降低他们的航空航天工业。 这将使他们的造船能力受损。 这将是对普京长远战略野心的重大一击。 我们正在准备采取更多行动。
1.5545	This WomensHistoryMonth, remembers her sister Rena Golden, who was a pioneering journalist in the field of cable news. “She opened the front door to many others, so being a ‘first’ was no longer a big deal and it became much more the norm.”	在这个妇女历史月 WomensHistoryMonth ，副国务卿乌兹拉·泽亚 忆起自己的妹妹瑞纳·金（Rena Golden），她曾是有线电视新闻领域的先驱记者。“她为许多人打开了前门，所以成为‘第一’不再是什么大不了的事，它已成为常态。”
1.5540	From this day forward, the official portraits of former President Obama and former First Lady Obama will now display on the walls of the White House – the People’s House – forever.	从即日起，前总统奥巴马和前第一夫人米歇尔·奥巴马的官方肖像将永久展示在“人民之家”白宫的墙上。
1.5517	As the 's first Special Representative for Racial Equity and Justice, Desirée Cormier Smith will help lead our efforts to promote democratic principles by combating systemic racism, discrimination, and xenophobia around the world.	作为美国国务院首位种族公平与正义特别代表，德西蕾·科米尔·史密斯（Desirée Cormier Smith）将通过打击世界各地的系统性种族主义、歧视和仇外心理，帮助领导我们促进民主原则的努力。
1.5504	What a tragedy that polio has returned to the U.S.! My mother contracted polio in 1949 as a young woman+was fortunate to survive it but was limited physically for the rest of her life. The polio vaccine is the answer for all children in the U.S. and around the world.	小儿麻痹症再现迹美国，真是糟糕！我母亲年轻的时候，在1949年染上小儿麻痹症，很幸运地活了下来，但是一辈子都行动不便。小儿麻痹症疫苗是美国和全世界儿童的福音。
1.5469	Today is the 33rd anniversary of the fall of the Berlin Wall. At the , a 13-foot, nearly 3 ton piece of the wall has been signed by 27 leaders who played a significant role in advancing German reunification. More on this “Signature Segment”:	11月9日是柏林墙倒塌33周年纪念日。在美国外交国家博物馆，一堵高13英尺、重达近3吨的柏林墙残块上有27位领导人的签名，他们都为推动德国统一发挥了重要的作用。了解“签名墙块”：
1.5438	You all know I'm a car guy. Today I visited the Detroit Auto Show and saw firsthand the electric vehicles that give me so many reasons to be optimistic about our future.	拜登总统：大家都知道我是个车迷。 今天我参观了底特律车展，亲眼看到那些电动汽车，它们让我有很多理由对我们的未来感到乐观。
1.5437	New report on the People’s Republic of China efforts to manipulate global public opinion on Xinjiang ️	中华人民共和国操纵有关新疆的全球公众舆论活动的新报告️
1.5425	Investing in the United States is the smartest decision an investor can make—we are one of the most open markets in the world, with a predictable and transparent legal system, intellectual property rights, and a culture of entrepreneurship and innovation. SelectUSASummit	投资美国是投资者所能做出的最明智的决定——我们是世界上最开放的市场之一，拥有可预测和透明的法律体系、知识产权以及创业创新文化。选择美国投资峰会 SelectUSASummit
1.5420	The future of vehicles is electric. But right now, nearly 75 percent of battery manufacturing is done in China. My infrastructure law invests in America's battery supply chain, and I’m proud to announce 20 companies are being awarded $2.8 billion of that funding.	拜登总统：汽车的未来在于电动。但现在，近75%的电池制造在中国完成。 我的基础设施法投资于美国的电池供应链。我很自豪地宣布20家公司正在获得这笔资金中的28亿美元。
1.5418	NEWS: Today, released his inaugural National Drug Control Strategy, a whole-of-government approach to beat the overdose epidemic. The Strategy focuses on two critical drivers of the epidemic: untreated addiction and drug trafficking. Read more ️	新闻：今天，拜登总统公布了他的首份国家毒品管制战略。这是一个打击药物过量流行病的全政府手段。 这份战略重点聚焦这一流行病的两个关键驱动因素：未得到治疗的成瘾症以及毒品贩运。 阅读更多️
1.5401	It is Air Quality Awareness Week! The State Department and provide air quality data for Americans abroad with state-of-the-art monitors at U.S. facilities. This reporting informs Americans abroad and provides data for local governments &amp; communities.	这周是美国的空气质量意识周！美国国务院和美国环境保护署 通过设在当地的美国机构的先进的空气质量监测设备为身在国外的美国人提供最新的实时空气质量数据，同时也为当地政府和社区提供数据。
1.5391	We condemn last night’s Iranian missile strikes in Erbil. The attack was an outrageous violation of Iraq’s sovereignty.	我们谴责昨晚伊朗对埃尔比勒的导弹袭击。该袭击是对伊拉克主权的无耻侵犯。
1.5371	It is humbling to have so many public and private sector partners from across the IndoPacific watching the Forum. With them, we have funded 700+ infrastructure development activities in 23 Indo-Pacific countries.	令人倍感荣幸的是，有这么多来自整个印太地区的公共和私营部门伙伴观看这次论坛活动。因为有他们，我们已经在23个印太地区的国家为超过700项基础设施发展活动提供了经费。
1.5362	President Biden stated that the national emergency declared on July 14, 2020 with respect to Hong Kong is to continue in effect beyond July 14, 2022 for another year. Learn more in the notice:	拜登总统表示，2020年7月14日宣布的与香港相关的国家紧急状态将于2022年7月14日之后继续实施一年。 更多信息请见通知：
1.5352	Pardoning Thanksgiving turkeys at the White House can be traced back to President Lincoln in 1863. The first official turkey presentation occurred in 1947 under President Truman and for 75 years presidents have continued the tradition.	在白宫赦免感恩节火鸡的传统可以追溯到1863年林肯总统当政时。 向总统赠送火鸡的官方仪式始于1947年杜鲁门总统执政时期。75年来，历任美国总统一直延续着这一传统。
1.5305	. released the 2022 Fiscal Transparency Report, which found that, of the 141 countries evaluated 72 met minimum requirements of fiscal transparency. 69 did not meet the minimum requirements of fiscal transparency. Country assessments here:	美国国务院发布的《2022年财政透明度报告》显示，在接受评估的141个国家中，有72个达到了财政透明度的最基本标准，有69个国家未能达到最基本标准。 国别评估请见：
1.5263	For the first time in its history, Bong County, Liberia 🇱🇷, has access to reliable and affordable electricity thanks to the USAID- and -funded Ganta-Gbarnga Grid Extension. Read one of our top Exposure blogs of 2022. 2022atUSAID	利比里亚的邦州在其历史上首次有了可靠并且负担得起的电力，这要归功于美国国际发展署和“电力非洲”倡议资助的甘塔-邦加电网延长项目。阅读我们2022年热度最高的Exposure博文之一。 2022atUSAID
1.5253	China: We are closely following the ongoing COVID outbreak. Prevention &amp; control measures may include residential quarantines, mass testing, closures, transportation disruptions, lockdowns &amp; possible family separation. These measures can change quickly.	中国：我们正在密切关注目前的新冠疫情。防控措施可能包括居家隔离、大规模检测、场所关停、交通中断、封控以及有可能发生的家庭成员分离。这些措施可能快速变化。
1.5243	A moving visit to the Shanghai Jewish Refugees Museum to learn about the safe haven for Jewish refugees in this city during World War II. Many later found a home in the US, including Secretary of the Treasury, Michael Blumenthal. A sobering reminder of the horrors of Nazism.	参观了上海犹太难民纪念馆，了解二战期间这座城市里犹太难民的安全港。感动。那些难民有很多后来在美国安了家，包括前财政部长迈克·布卢门撒尔(Michael Blumenthal)。这座纪念馆提醒我们纳粹主义的恐怖，让我们清醒。
1.5233	Embassy Beijing’s first relay race accommodating all ability levels, organized by our own Disability Action Group, included an epic race of runners aged 2 to 66 (me)! Our goal is to be inclusive of everyone, including those with disabilities.DiversityEquityInclusionAccessibility	驻北京大使馆首次顺应各种能力的接力赛，由馆内残障运动小组所举办，包括棒极了的赛跑，跑者从2岁到66岁（就是我）不等！我们的目标是让每一份子都能参与，包括有残疾的人。多元、公平、共融、可及 DiversityEquityInclusionAccessibility DEIA
1.5230	As a mother, I can only imagine the grief and anxiety they must feel every day from Russia’s unprovoked attack. I’ve seen firsthand how the people of Slovakia and Romania have opened their homes, their schools, their hospitals, and their hearts.	作为一名母亲，我只能想象他们每天因俄罗斯无端的攻击而感受到的悲伤和焦虑。 我亲眼看到了斯洛伐克和罗马尼亚人民如何开放他们的家园、学校、医院并敞开胸怀。
1.5229	Deeply dismayed by the announcement from the Taliban denying women the right to a university education. Afghan women deserve better. Afghanistan deserves better. The Taliban have just definitively set back their objective of being accepted by the international community.	布林肯国务卿：对于塔利班宣布剥夺女性接受大学教育的权利的消息深感沮丧。阿富汗女性理应有更好的境遇。阿富汗理应有更好的境遇。塔利班刚刚明确地阻滞了其被国际社会接受的目标。
1.5227	7 years after the notorious “709 Crackdown,” the PRC continues to suppress its citizens’ rights by placing two lawyers on trial behind closed doors. Peacefully advocating for human rights and transparency is not a crime. The United States stands with these courageous activists.	在臭名昭著的“709镇压”发生七年之后，中华人民共和国继续压制其公民的权利，对两名律师进行闭门审判。以和平的方式倡议人权及透明度不是犯罪。美国与这些勇敢的活动人士站在一起。
1.5216	Our economy has gone from being on the mend to being on the move. And now, we’re outpacing the world.	我们的经济已经从修复中到进展中。现在，我们正在领先于世界。
1.5211	The United States' production of semiconductor chips declined from 40 percent to 12 percent, while China went from 2 percent to 16 percent. Through the CHIPS for America Act, has made it clear that the U.S. must lead the world in the production of semiconductor chips.	美国半导体芯片生产从40%降至12%，而中国从2%升至16%。通过美国芯片法，美国总统明确美国必须在半导体芯片生产上引领世界。
1.5178	…including concerns posed by the PRC, by countering nonmarket practices and economic coercion and cooperating on export controls and investment screening. 2/2	。。。包括中国所引起的关注，借由反击非市场贸易实践和经济胁迫，以及在出口管制和投资审查进行合作。2/2
1.5175	On and off the court, Yao Ming has always stood as a bridge builder between our two countries. I admire his contributions to people-to-people exchange. We need more of it.	场上、场下，姚明总是作为我们两国之间的搭桥者。我赞赏他对人文交流的贡献。对此，我们需要更多。
1.5164	We are doing everything we possibly can to find a peaceful resolution to the crisis the Kremlin has needlessly precipitated. Those efforts will be effective only if President Putin is willing to deescalate.	我们正在尽一切可能找到和平办法解决这场由克里姆林宫造成的危机，它本没必要发生。这些努力只有在普京总统愿意缓和局势的情况下才会有效。
1.5161	We mourn the passing of Mikhail Gorbachev, a man whose openness changed the course of human history. He never lost faith in the transformative power of engagement and dialogue and his life is a powerful reminder of all that can be achieved when we make those ideals a reality.	布林肯国务卿：我们对米哈伊尔·戈尔巴乔夫（Mikhail Gorbachev）的逝世表示哀悼。他的开放精神改变了人类历史的进程。他自始至终相信参与和对话促成变革的力量，而他的一生也有力地告诉我们，当我们把那些理想变为现实时可以成就的一切。
1.5154	I know there are women out there who are afraid. To those of you who feel alone and scared: I want you to know the President and I are fighting for you and your rights. We are in this fight together.	哈里斯副总统：我知道有的女性会感到害怕。对于那些感到孤独和害怕的人：我想让你们知道，总统和我正在为你们和你们的权利战斗。我们在这场战斗中同舟共济。
1.5126	.: Let me be clear: I am here today, not to start a war, but to prevent a war. The information I’ve presented here is validated by what we’ve seen unfolding in plain sight before our eyes for months.	布林肯国务卿: 我要明确这样一点：我今天在这里不是要发动战争，而是要防止战争。我在此所说的已经被几个月来我们所目睹的清清楚楚展现在眼前的情况证实。
1.5115	. addresses a freedom of expression roundtable and comments on the release of Mark Frerichs from Afghanistan. “There is no higher priority than bringing Americans who are being arbitrarily and unjustly detained or held hostage back home to freedom.”	布林肯国务卿在外国新闻中心召开的表达自由圆桌会议上讲话，并就阿富汗释放马克·弗雷里希斯（Mark Frerichs）做出评论 ：“把遭任意和不公拘押或被扣为人质的美国人带回家，让他们重获自由是最优先的事项。”
1.5101	President Biden has been briefed on the horrific news of the elementary school shooting in Texas and will continue to be briefed regularly as information becomes available.	拜登总统已听取关于德克萨斯州小学枪击事件骇人消息的简报，并将在有新消息时继续定期听取简报。
1.5092	I met today with 51 companies from Europe, Japan, Canada and other countries on the implementation of the Uyghur Forced Labor Prevention Act which went into effect on June 21.	我今天与51家来自欧洲、日本、加拿大和其他国家的公司就防止强迫维吾尔人劳动法的实施，进行会晤，其于6月21日开始生效。
1.5088	“Living and working in China was a ‘dream come true.’ Growing up in Mississippi prepared me for the workforce, and for the world.”—Tiffany Edmondson Tiffany is an Administrative Officer with U.S. Embassy Beijing. She is from Mississippi.	“在中国生活和工作是‘梦想成真’。在密西西比州长大让我为工作和世界做好了准备。”——蒂芙尼·埃德蒙森 (Tiffany Edmondson) 蒂芙尼是在北京的美国驻华大使馆的一名行政官员。她来自密西西比州。
1.5087	Today marks a terrible milestone for Paul Whelan: Four years wrongfully detained in Russia, following a secret trial with secret evidence. His detention remains unacceptable, and we continue to press for his immediate release at every opportunity.	布林肯国务卿：今天对保罗·惠兰(Paul Whelan)来说是一个可怕的里程碑。在一次使用秘密证据的秘密审判之后，他在俄罗斯被错误地拘押了四年。他的拘押仍然是不可接受的，我们继续利用一切机会迫切要求立即释放他。
1.5082	. on the protests in Iran: This is grassroots. This is bottom up. This is a reflection of huge frustration and huge anger that so many in Iranian society have toward the direction of their country and toward their leadership.	布林肯国务卿谈伊朗的抗议活动：这发自草根阶层，这是从下到上的。这反映了伊朗社会中太多人对他们国家的方向和他们的领导层有巨大的失望和巨大的愤怒。
1.5068	This morning I had the honor of swearing in Shalanda Young as our next Director of the Office of Management and Budget. Shalanda brings exceptional experience in budget management and longtime public service and will be the first Black woman to lead the agency.	哈里斯副总统：今天[3月17日]上午，我有幸带领莎兰达·扬(Shalanda Young)宣誓就任新一任管理和预算办公室主任。莎兰达在预算管理和长期公共服务方面拥有非凡的经验，并将成为领导该机构的第一位黑人女性。
1.5068	. Linda Thomas-Greenfield: In essence, Putin wants the world to travel back in time. To a time before the United Nations. To a time when empires ruled the world. But the rest of the world has moved forward. It is not 1919. It is 2022.	美国常驻联合国代表琳达·托马斯-格林菲尔德大使：从根本上讲，普京想要世界回到以前，回到联合国成立之前的时代，回到帝国统治世界的时代。但这个世界的其他地方已经前进了。现在不是1919年，而是2022年。
1.5062	Many doubted the could reach an outcome on a TRIPS waiver for intellectual property for COVID-19 vaccines. We got it done. The discussions were long and difficult, but we reached a meaningful outcome to get more safe and effective vaccines to those who need it most.	美国贸易代表戴琪：很多人曾质疑世界贸易组织 能否就《与贸易有关的知识产权协定》（TRIPS）相关新冠疫苗知识产权豁免达成结论。但我们谈成了。讨论是漫长而艰巨的，但我们谈成了有意义的成果，来让那些最需要的人获得更安全有效的疫苗。
1.5047	In Jakarta en route back to Beijing, a true honor to meet the Grand Imam Nasaruddin Umar of the extraordinary Istiqlal Mosque.	返京旅程中路经雅加达，非常荣幸与宏伟壮观的伊斯蒂赫拉尔清真寺大伊玛目纳沙鲁丁·乌玛尔见面。
1.5044	Jill and I are praying for those killed and injured in last night’s deadly mass shooting in Monterey Park. I’m monitoring this situation closely as it develops, and urge the community to follow guidance from local officials and law enforcement in the hours ahead.	吉尔和我正在为昨晚蒙特雷公园发生的大规模致命枪击案中的死伤者祈祷。 我正在密切关注事态的发展，并敦促社区在未来数小时内遵从当地官员和执法部门的指导。
