coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Wed Jan 11 23:40:11 +0000 2023,,https://twitter.com/StateDept/status/1613319894237597696/video/1,,299,1613319894237597696,,,,en,,false,,99,,,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",".@SecBlinken on the U.S.-Japan alliance: For more than seven decades, it’s been the cornerstone of peace and stability in the Indo-Pacific, ensuring the security, the liberty, the prosperity of our people and people across the region. 🇺🇸 🇯🇵 https://t.co/vlomjIZ5iX",https://twitter.com/StateDept/status/1613319894237597696,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Sat Jan 28 20:25:42 +0000 2023,PEPFAR20,,https://twitter.com/PEPFAR/status/1619406242153111552,471,1619431545345015808,,,,en,,false,1619406242153111552,127,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Twenty years ago today, @PEPFAR was created. Since then, the American people have provided more than $100 billion to save more than 25 million lives.  We remain deeply committed to ending HIV/AIDS by 2030.  #PEPFAR20 https://t.co/Sx8Pardvca",https://twitter.com/SecBlinken/status/1619431545345015808,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Sat Jan 28 01:20:03 +0000 2023,,https://twitter.com/POTUS/status/1619143234034491397/photo/1,,49797,1619143234034491397,,,,en,,false,,9961,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My heart goes out to Tyre Nichols’ family and to Americans in Memphis and across the country who are grieving this tremendously painful loss. There are no words to describe the heartbreak and grief of losing a beloved child and young father.

Here's my full statement. https://t.co/ghROhSGtao",https://twitter.com/POTUS/status/1619143234034491397,Wed Jan 13 00:37:08 +0000 2021,1349149096909668363,false,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/HDhBZBkKpU
Text me: (302) 404-0880",10,29303334,13,22788,,President Biden,POTUS,5191,,http://WhiteHouse.gov,true
,Sun Jan 29 08:45:12 +0000 2023,,https://twitter.com/eAsiaMediaHub/status/1619617644239257602/photo/1,https://www.defense.gov/News/Speeches/Speech/Article/3279936/deputy-secretary-of-defense-dr-kathleen-hicks-virtual-remarks-at-foreign-policy/,42,1619617644239257602,,,,en,,false,,23,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","U.S.-CHINA NEWS: ""Our pacing challenge is the People’s Republic of China. It’s the only strategic competitor on the global stage with the will, and increasingly the wherewithal, to reshape the entire international order.” - @DepSecDef  
Full remarks 👇
https://t.co/aYZAqzOLSB https://t.co/vggZtcsZfW",https://twitter.com/eAsiaMediaHub/status/1619617644239257602,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Fri Jan 20 06:20:04 +0000 2023,,,,466,1616319631148601345,,,,en,,,,61,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","As the Year of the Rabbit approaches, I am sending my sincere greetings and best wishes to the people of China and all those who celebrate Lunar New Year around the world. I hope all can reunite with loved ones during this joyous and festive occasion. 虎辞胜岁, 兔跃新程",https://twitter.com/USAmbChina/status/1616319631148601345,Wed Feb 23 03:12:31 +0000 2022,1496321911218917383,false,"Official account of 🇺🇸 Ambassador to 🇨🇳 Nicholas Burns. 美国驻华大使伯恩斯官方账号. For more on the U.S. Mission to China, visit us at https://t.co/ToMSLAY4t4",8,68890,500,266,,Ambassador Nicholas Burns,USAmbChina,882,,https://china.usembassy-china.org.cn/ambassador-nicholas-burns/,true
,Fri Jan 27 00:07:17 +0000 2023,,https://twitter.com/POTUS/status/1618762531685781504/photo/1,,5387,1618762531685781504,,,,en,,false,,945,,,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">The White House</a>","For centuries, families across the world have gathered to celebrate the first moon of the new year.

It is a time for sharing meals, for celebration, for renewal and reflection.

From the Biden family to yours, we wish you all a happy, healthy, prosperous New Year. https://t.co/iQG0IXJ0wf",https://twitter.com/POTUS/status/1618762531685781504,Wed Jan 13 00:37:08 +0000 2021,1349149096909668363,false,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/HDhBZBkKpU
Text me: (302) 404-0880",10,29303334,13,22788,,President Biden,POTUS,5191,,http://WhiteHouse.gov,true
,Mon Jan 30 20:03:56 +0000 2023,,,,788,1620150843050975235,,,,en,,,,170,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Synthetic opioids, such as illicit fentanyl, continue to claim far too many lives in the United States and represent a growing global threat. We will continue to take action like sanctioning fentanyl traffickers to disrupt and dismantle illicit drug trafficking.",https://twitter.com/SecBlinken/status/1620150843050975235,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Mon Jan 09 21:37:12 +0000 2023,ResilientPakistan,https://twitter.com/StateDeptSpox/status/1612564167579533313/video/1,https://www.usaid.gov/news-information/press-releases/jan-09-2023-united-states-pledges-100-million-support-continued-flood-recovery-efforts-pakistan,2039,1612564167579533313,,,,en,,false,,599,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Much help is still needed in Pakistan to recover from 2022 floods. At the International Conference on Climate #ResilientPakistan, the U.S. announced an additional $100M to assist people affected and rebuild their lives. https://t.co/RxiFOiJscj https://t.co/wU9Y4mfcwk",https://twitter.com/StateDeptSpox/status/1612564167579533313,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Thu Jan 19 03:37:54 +0000 2023,,,,3800,1615916431698427904,,,,en,,,,598,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Today we announced an additional $125 million in funding to support Ukraine’s energy and electric grid against Russia’s attacks designed to leave millions without power during the winter months. These attacks have made Ukrainians only even more determined to persevere.,https://twitter.com/SecBlinken/status/1615916431698427904,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Fri Dec 23 03:02:09 +0000 2022,,,,652,1606122964792930312,,,,en,,,,103,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",All of us in U.S. Mission China express deep sympathies for those affected in 🇨🇳 due to the spread of Covid-19.  Our Embassy+Consulate teams have also been affected.  We support those suffering from the virus and those who have lost loved ones.,https://twitter.com/USAmbChina/status/1606122964792930312,Wed Feb 23 03:12:31 +0000 2022,1496321911218917383,false,"Official account of 🇺🇸 Ambassador to 🇨🇳 Nicholas Burns. 美国驻华大使伯恩斯官方账号. For more on the U.S. Mission to China, visit us at https://t.co/ToMSLAY4t4",8,68890,500,266,,Ambassador Nicholas Burns,USAmbChina,882,,https://china.usembassy-china.org.cn/ambassador-nicholas-burns/,true
,Wed Jan 18 13:55:41 +0000 2023,,https://twitter.com/SecYellen/status/1615709515747295232/photo/1,,858,1615709515747295232,,,,en,,false,,188,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today I met with Vice Premier Liu He of the People’s Republic of China, our first in-person meeting. We exchanged views on macroeconomic developments and global financial issues in our efforts to deepen communication between the U.S. and China. https://t.co/lafTqo7Unr",https://twitter.com/SecYellen/status/1615709515747295232,Sun Nov 29 22:12:26 +0000 2020,1333171793201225728,false,78th Secretary of the Treasury. Former Fed Chair. Always an economist.,1,336437,79,2906,,Secretary Janet Yellen,SecYellen,683,,http://home.treasury.gov,true
,Thu Oct 27 18:21:06 +0000 2022,,https://twitter.com/Surgeon_General/status/1585698115675426834/photo/1,http://surgeongeneral.gov/workplace,59,1585698115675426834,,,,en,,false,,22,,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>","People need to know that they matter and their work matters. When the dignity of workers and the meaning of work is affirmed in the workplace, it enhances well-being. https://t.co/fOoSvlDJtH https://t.co/XykX6OaUox",https://twitter.com/Surgeon_General/status/1585698115675426834,Wed Jan 04 17:08:18 +0000 2012,455024343,false,"19th & 21st U.S. Surgeon General. Dad, husband, doctor, author. Dedicated to building a healthier, kinder, more connected world. https://t.co/GxSi2TfSc3",2601,1115189,187,3134,"Washington, DC","Dr. Vivek Murthy, U.S. Surgeon General",Surgeon_General,13690,,http://surgeongeneral.gov/workplace,true
,Thu Jan 19 22:14:18 +0000 2023,,,,730,1616197384710590469,,,,en,,,,137,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Good call today with @EU_EEAS High Representative @JosepBorrellF about our transatlantic unity in support of Ukraine and close U.S.-EU cooperation on the PRC and Iran.,https://twitter.com/SecBlinken/status/1616197384710590469,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Sat Dec 31 19:59:58 +0000 2022,,,,1172,1609278208599535618,,,,en,,,,175,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Upon the passing of His Holiness Benedict XVI, Pope Emeritus, I offer my deepest condolences to the Catholic faithful around the world, the Holy See, and all those whose lives were enriched by his spiritual guidance.",https://twitter.com/SecBlinken/status/1609278208599535618,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Wed Jan 11 18:39:22 +0000 2023,SummitForDemocracy WithoutJustCause,,https://www.state.gov/withoutjustcause/,744,1613244191370514432,,,,en,,false,,245,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Building on our commitment at the first #SummitForDemocracy, today we launch the #WithoutJustCause initiative to secure the release of political prisoners. We call on governments worldwide to free those detained for peacefully exercising their human rights.https://t.co/qpVDaUWeoM",https://twitter.com/SecBlinken/status/1613244191370514432,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Thu Jan 19 02:01:06 +0000 2023,,,http://ow.ly/Zw5e50MtAtU,6,1615892070345973763,,,,en,,false,,2,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Read about the January Negotiating Round Under the U.S.-Taiwan Initiative on 21st-Century Trade, held an in-person negotiating round for the U.S.-Taiwan Initiative on 21st-Century Trade in Taipei, Taiwan from January 14-17, 2023: https://t.co/ur9oVwS4yY",https://twitter.com/eAsiaMediaHub/status/1615892070345973763,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Wed Dec 28 19:07:49 +0000 2022,,https://twitter.com/Surgeon_General/status/1608177919221710849/video/1,,115,1608177919221710849,,,,en,,false,,17,,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",I’m going into 2023 truly grateful and honored to work with the team in the Office of the Surgeon General that is working to support your health every day. 1/2 https://t.co/ILvhhP54Eq,https://twitter.com/Surgeon_General/status/1608177919221710849,Wed Jan 04 17:08:18 +0000 2012,455024343,false,"19th & 21st U.S. Surgeon General. Dad, husband, doctor, author. Dedicated to building a healthier, kinder, more connected world. https://t.co/GxSi2TfSc3",2601,1115189,187,3134,"Washington, DC","Dr. Vivek Murthy, U.S. Surgeon General",Surgeon_General,13690,,http://surgeongeneral.gov/workplace,true
,Mon Jan 30 16:05:32 +0000 2023,,,https://home.treasury.gov/news/press-releases/jy1229,22,1620090845692317696,,,,en,,false,,18,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NEWS: @USTreasury sanctions fentanyl traffickers under @POTUS’ Executive Orders. These actions represent our ongoing work to disrupt the entire commercial supply chain of illicit fentanyl by identifying choke points in operations and going after profits. https://t.co/CvkGKIEyLn,https://twitter.com/DrGupta46/status/1620090845692317696,Fri Oct 29 19:43:48 +0000 2021,1454171781678436359,false,"White House Director of National Drug Control Policy, leading @ONDCP",56,2727,510,27,,Rahul Gupta,DrGupta46,636,,http://wh.gov/ondcp,true
,Tue Jan 10 11:59:40 +0000 2023,,https://twitter.com/SecBlinken/status/1612781216402382849/photo/1,,1545,1612781216402382849,,,,en,,false,,306,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","North America has become the world’s most prosperous region: the U.S., Mexico, and Canada alone represent 20 percent of global trade. Our meeting with representatives from the private sectors of these three countries proved that dialogue and collaboration amongst us is vital. https://t.co/zmbJboGftI",https://twitter.com/SecBlinken/status/1612781216402382849,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Fri Jan 06 18:59:00 +0000 2023,IndoPacificBizForum Tokyo,https://twitter.com/USTDA/status/1611437192026689536/photo/1,http://ow.ly/WQ4C50MkgQN,6,1611437192026689536,,,,en,,false,,3,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Check out highlights from the last #IndoPacificBizForum to find out what to expect at this year’s event on January 12 in #Tokyo and virtually. https://t.co/XKCBFgrTfR https://t.co/txkeEFggSz,https://twitter.com/USTDA/status/1611437192026689536,Thu Mar 17 20:10:25 +0000 2011,267916987,false,An independent federal government agency creating U.S. jobs through the export of U.S. goods & services for priority development projects in emerging economies.,2356,14128,186,276,"Arlington, VA",USTDA,USTDA,8875,,http://www.ustda.gov,true
,Tue Dec 20 23:29:15 +0000 2022,,,,7329,1605344608933683200,,,,en,,,,1326,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Deeply dismayed by the announcement from the Taliban denying women the right to a university education. Afghan women deserve better. Afghanistan deserves better. The Taliban have just definitively set back their objective of being accepted by the international community.,https://twitter.com/SecBlinken/status/1605344608933683200,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Thu Jan 12 07:10:14 +0000 2023,,https://twitter.com/eAsiaMediaHub/status/1613433151866421248/photo/1,https://www.state.gov/briefings/department-press-briefing-index-monday-january-9-2023/,9,1613433151866421248,,,,en,,false,,1,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",".@StateDeptSpox on the PRC: ""When we talk about the bilateral relationship between the U.S. and the PRC, we typically refer to the government-to-government relationship; that’s what we call the most consequential bilateral relationship on the planet.""
https://t.co/sHjZIr8Jgj https://t.co/SsirX6P1YD",https://twitter.com/eAsiaMediaHub/status/1613433151866421248,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Wed Jan 04 00:00:00 +0000 2023,,,https://share.america.gov/global-health-security-matters-everyone/,164,1610425777228488705,,,,en,,false,,54,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Diseases don’t respect borders. The United States is committed to strengthening global health security to detect and treat existing diseases, prevent the next pandemic, and save lives everywhere. Learn more. https://t.co/dzfQdRt8c5",https://twitter.com/StateDept/status/1610425777228488705,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Sat Jan 14 18:31:43 +0000 2023,COVID19 China,,https://twitter.com/WHO/status/1614329305735266305,77,1614329431354490882,WHO,1614329305735266305,14499829,en,,false,1614329305735266305,30,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The information - which covers early Dec. 2022 to 12 Jan. 2023, allows for a better understanding of the #COVID19 epidemiological situation &amp; the impact of this wave in #China.
WHO requested that this type of detailed information continue to be shared with WHO &amp; the public. https://t.co/Tkb74nZOVI",https://twitter.com/WHO/status/1614329431354490882,Wed Apr 23 19:56:27 +0000 2008,14499829,false,"We are the #UnitedNations’ health agency - #HealthForAll.
▶️ Always check our latest tweets on #COVID19 for updated advice/information.",12343,12059058,1771,35322,"Geneva, Switzerland",World Health Organization (WHO),WHO,72914,,http://www.who.int,true
,Thu Jan 12 02:27:13 +0000 2023,IndoPacific IndoPacificBizForum,https://twitter.com/State_E/status/1613361931674423296/photo/1,,78,1613361931674423296,,,,en,,false,,36,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Honored to represent @StateDept at the premier U.S.-sponsored business event for the #IndoPacific, and excited to showcase our economic engagement. This region will shape the trajectory of the global economy in the 21st century. Fastest growing on the planet! #IndoPacificBizForum https://t.co/z2JJpMCDvm",https://twitter.com/State_E/status/1613361931674423296,Wed Jun 04 21:08:40 +0000 2014,2546833752,false,"The official account of the Under Secretary for Economic Growth, Energy, and the Environment at @StateDept.",8127,17598,1652,189,"Washington, D.C.",Under Secretary Jose W. Fernandez,State_E,6970,,https://www.state.gov/biographies/jose-w-fernandez/,true
,Wed Jan 04 14:48:03 +0000 2023,China COVID19,,,71,1610649262517354498,WHO,1610649146465333250,14499829,en,,,,37,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“We continue to ask #China for more rapid, regular, reliable data on hospitalizations and deaths, as well as more comprehensive, real-time viral sequencing”-@DrTedros #COVID19",https://twitter.com/WHO/status/1610649262517354498,Wed Apr 23 19:56:27 +0000 2008,14499829,false,"We are the #UnitedNations’ health agency - #HealthForAll.
▶️ Always check our latest tweets on #COVID19 for updated advice/information.",12343,12059058,1771,35322,"Geneva, Switzerland",World Health Organization (WHO),WHO,72914,,http://www.who.int,true
,Mon Dec 26 19:46:00 +0000 2022,,,https://www.energy.gov/articles/2022-clean-energy-retrospective,64,1607462754159366149,,,,en,,false,,20,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","There’s so much to celebrate about the massive strides we made on clean energy in 2022 — and still more to do!

Take a look back at a year of big milestones with our Clean Energy Retrospective and get ready for a bright, clean 2023 ⬇️ 
https://t.co/21iL2jvHIQ",https://twitter.com/ENERGY/status/1607462754159366149,Tue Jul 13 18:17:40 +0000 2010,166252256,false,Building the new energy economy. Reducing environmental risks. Expanding the frontiers of knowledge via innovative scientific research.,12514,826008,564,8214,"Washington, DC ",U.S. Department of Energy,ENERGY,29901,,http://energy.gov,true
,Thu Jan 26 20:07:15 +0000 2023,,,,1086,1618702123973378048,,,,en,,,,247,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Thanks to @POTUS’ extension of Deferred Enforced Departure, the U.S. will continue to provide a temporary safe haven to Hong Kongers, who fear returning. We urge Beijing to restore Hong Kong’s autonomy and rule of law.",https://twitter.com/SecBlinken/status/1618702123973378048,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Sat Jan 28 18:45:09 +0000 2023,PEPFAR20 20YearsOfImpact,,http://ow.ly/mX0450MCL3K,113,1619406242153111552,,,,en,,false,,45,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","As we reflect on #PEPFAR20 and its #20YearsOfImpact, we recognize that HIV/AIDS remains a serious threat to global health and security. We are committed to ending the inequities and service gaps to advance closer to ending the HIV/AIDS pandemic. https://t.co/7ibV1ZUUb8",https://twitter.com/PEPFAR/status/1619406242153111552,Wed Aug 26 20:51:29 +0000 2009,69091913,false,PEPFAR is a U.S. government program helping those affected by HIV/AIDS. Likes & RTs do not imply endorsement. Follow @USAmbPEPFAR for more from the Ambassador.,2884,107306,1310,1048,"Washington, D.C.",PEPFAR,PEPFAR,17258,,http://www.state.gov/pepfar/,true
,Tue Jan 10 14:03:45 +0000 2023,LocallyLedDevelopment,https://twitter.com/PowerUSAID/status/1612812444237443073/photo/1,http://usaid.link/yos,56,1612812444237443073,,,,en,,false,,20,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@USAIDConnects’s photo contest shows #LocallyLedDevelopment in action. The 1st place pic is of Amina, known as Mama Pweza (Octopus), in Lamu County, Kenya. Check out the stories behind all the winning photos → https://t.co/kswq9FNbJ1 https://t.co/v9QmSE8YDA",https://twitter.com/PowerUSAID/status/1612812444237443073,Wed Apr 14 14:17:40 +0000 2021,1382337056412733443,false,"Declan and Rían's mom, 🇮🇪 Immigrant, married to @CassSunstein, @USAID Administrator. Tackling COVID, climate change, corruption, humanitarian crises & more.",592,276383,1193,965,"Washington, D.C.",Samantha Power,PowerUSAID,4634,,http://www.usaid.gov,true
,Thu Jan 12 01:08:24 +0000 2023,IndoPacificBizForum IndoPacific,https://twitter.com/State_E/status/1613342096479621121/photo/1,,26,1613342096479621121,,,,en,,false,,6,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Excited to join this year’s #IndoPacificBizForum with @USTDA, hosted in partnership with @MofaJapan_en and @METI_JPN, to promote trade, investment, and economic cooperation between the United States and its public and private sector partners throughout the #IndoPacific region. https://t.co/dWbTTQtztk",https://twitter.com/State_E/status/1613342096479621121,Wed Jun 04 21:08:40 +0000 2014,2546833752,false,"The official account of the Under Secretary for Economic Growth, Energy, and the Environment at @StateDept.",8127,17598,1652,189,"Washington, D.C.",Under Secretary Jose W. Fernandez,State_E,6970,,https://www.state.gov/biographies/jose-w-fernandez/,true
,Mon Jan 09 22:30:00 +0000 2023,,https://twitter.com/StateDept/status/1612577455469957121/video/1,,131,1612577455469957121,,,,en,,false,,50,,,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",".@StateDeptSpox previews the Indo-Pacific Business Forum: The IPBF is an opportunity to discuss shared ambitions for the Indo-Pacific Economic Framework for Prosperity, as well as our respective priorities for the United States’ APEC host year and Japan’s G7 presidency in 2023. https://t.co/BljlNDlh2e",https://twitter.com/StateDept/status/1612577455469957121,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Sat Jan 21 16:04:43 +0000 2023,YearoftheRabbit YearoftheCat,https://twitter.com/SecBlinken/status/1616829152342192130/photo/1,,2103,1616829152342192130,,,,en,,false,,424,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Wishing everyone around the world a happy and healthy #YearoftheRabbit and #YearoftheCat. The United States enters this Lunar New Year optimistic that we can join our friends and allies around the world to create a better future for all. https://t.co/Wo9mG2S4nA,https://twitter.com/SecBlinken/status/1616829152342192130,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844270,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Tue Jan 17 22:06:02 +0000 2023,,,,190,1615470529242357761,,,,en,,,,47,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Deeply saddened by the Yeti Airlines crash in Pokhara. Our thoughts are with the families and loved ones of those on board. The United States stands ready to support Nepal in any way we can.,https://twitter.com/StateDeptSpox/status/1615470529242357761,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Thu Dec 29 22:36:36 +0000 2022,,https://twitter.com/POTUS/status/1608592848999284736/photo/1,,154001,1608592848999284736,,,,en,,false,,10614,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","For a sport that brings the world together like no other, Pelé’s rise from humble beginnings to soccer legend is a story of what is possible.
 
Today, Jill and I's thoughts are with his family and all those who loved him. https://t.co/EkDDkqQgLo",https://twitter.com/POTUS/status/1608592848999284736,Wed Jan 13 00:37:08 +0000 2021,1349149096909668363,false,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: https://t.co/HDhBZBkKpU
Text me: (302) 404-0880",10,29303334,13,22788,,President Biden,POTUS,5191,,http://WhiteHouse.gov,true
,Sat Jan 07 17:00:33 +0000 2023,Localization,,http://ow.ly/Rbh450Mk9lm,48,1611769770700947456,,,,en,,false,,20,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","5 ways #Localization happens in 5 different contexts.

1️⃣ Kenya
2️⃣ Burma
3️⃣ Nepal
4️⃣ Uganda
5️⃣ Paraguay

Read now: https://t.co/BtLqXxZQdj",https://twitter.com/USAID/status/1611769770700947456,Thu Apr 30 15:08:07 +0000 2009,36683668,false,"We provide development and humanitarian assistance, partnering with countries for a safer, more prosperous world. Privacy: https://t.co/IfWuKNbmxK",25845,929472,875,7280,,USAID,USAID,38495,,http://www.usaid.gov,true
